,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,action,reward,num_norms
0,2,3,9,0,1,1,0.5000000000000001,5.000000000000001,0,0,5
0,1,3,9,1,1,0,0.5000000000000001,11.0,0,1,7
0,0,3,9,0,2,0,1.1,11.0,1,1,6
0,0,3,10,0,2,0,1.0,10.0,0,0,7
0,2,3,10,0,1,1,0.40000000000000013,4.000000000000001,0,0,6
0,1,3,10,1,1,0,0.40000000000000013,10.0,3,-0.2,8
0,3,3,10,0,2,0,1.0,10.0,0,0,10
0,2,3,11,0,1,1,0.30000000000000016,3.0000000000000013,0,0,6
0,1,3,11,1,1,0,0.30000000000000016,9.0,3,-0.2,8
0,3,3,11,0,2,0,0.9,9.0,0,0,10
0,0,3,11,0,2,0,0.9,9.0,0,0,7
0,0,3,12,0,2,0,0.8,8.0,0,0,7
0,2,3,12,0,1,1,0.20000000000000015,2.0000000000000013,0,0,7
0,1,3,12,0,2,0,0.8000000000000002,8.000000000000002,1,1,8
0,3,3,12,1,2,0,0.8,13.999999999999998,0,1,10
0,2,3,13,0,1,1,0.10000000000000014,1.0000000000000013,0,0,8
0,0,3,13,0,2,0,0.7000000000000001,7.0,0,0,7
0,3,3,13,0,3,0,1.2999999999999998,12.999999999999998,1,1,11
0,1,3,13,0,2,0,0.7000000000000002,7.000000000000002,0,0,9
0,2,3,14,0,1,1,1.3877787807814457e-16,1.3877787807814457e-15,0,0,9
0,3,3,14,0,3,0,1.1999999999999997,11.999999999999996,4,-0.2,12
0,0,3,14,1,2,0,0.6000000000000001,12.000000000000002,0,1,7
0,1,3,14,0,2,0,0.6000000000000002,6.000000000000002,0,0,10
0,1,3,15,1,2,0,0.5000000000000002,11.0,0,1,10
0,2,3,15,1,1,1,0,5.000000000000001,0,0,9
0,3,4,1,0,0,0,0.7000000000000001,7.0,0,0,1
0,2,4,1,0,0,0,0.7000000000000001,7.0,0,0,1
0,1,4,1,0,0,0,0.7000000000000001,7.0,4,-0.2,1
0,0,4,1,0,0,0,0.7000000000000001,7.0,0,0,1
0,0,4,2,0,0,0,0.6000000000000001,6.000000000000001,0,0,1
0,1,4,2,0,0,0,0.6000000000000001,6.000000000000001,0,0,2
0,2,4,2,0,0,0,0.6000000000000001,6.000000000000001,0,0,1
0,3,4,2,0,0,0,0.6000000000000001,6.000000000000001,0,0,1
0,3,4,3,0,0,0,0.5000000000000001,5.000000000000001,0,0,1
0,1,4,3,0,0,0,0.5000000000000001,5.000000000000001,0,0,2
0,0,4,3,0,0,0,0.5000000000000001,5.000000000000001,0,0,1
0,2,4,3,1,0,0,0.5000000000000001,11.0,0,1,1
0,2,4,4,0,1,0,1.0,10.0,1,1,2
0,0,4,4,0,0,0,0.40000000000000013,4.000000000000001,0,0,2
0,1,4,4,0,0,0,0.40000000000000013,4.000000000000001,0,0,3
0,3,4,4,0,0,0,0.40000000000000013,4.000000000000001,0,0,2
0,2,4,5,0,1,0,0.9,9.0,0,0,2
0,0,4,5,1,0,0,0.30000000000000016,9.0,0,1,3
0,3,4,5,0,0,0,0.30000000000000016,3.0000000000000013,0,0,3
0,1,4,5,0,0,0,0.30000000000000016,3.0000000000000013,0,0,4
0,3,4,6,1,0,0,0.20000000000000015,8.000000000000002,0,1,3
0,2,4,6,0,1,0,0.8,8.0,0,0,2
0,0,4,6,1,0,0,0.20000000000000015,8.000000000000002,2,-0.2,4
0,1,4,6,1,0,0,0.20000000000000015,8.000000000000002,0,1,4
0,1,4,7,1,0,0,0.10000000000000014,7.000000000000002,4,-0.2,5
0,2,4,7,1,1,0,0.7000000000000001,13.0,0,1,2
0,0,4,7,0,1,0,0.7000000000000002,7.000000000000002,1,1,5
0,3,4,7,0,1,0,0.7000000000000002,7.000000000000002,1,1,4
0,0,4,8,0,1,0,0.6000000000000002,6.000000000000002,0,0,6
0,1,4,8,1,0,0,1.3877787807814457e-16,6.000000000000001,0,0,6
0,2,4,8,0,2,0,1.2,11.999999999999998,1,1,3
0,3,4,8,0,1,0,0.6000000000000002,6.000000000000002,0,0,5
0,0,4,9,0,1,0,0.5000000000000002,5.000000000000002,0,0,7
0,1,4,9,0,1,0,0.5000000000000001,5.000000000000001,1,1,7
0,3,4,9,0,1,0,0.5000000000000002,5.000000000000002,0,0,5
0,2,4,9,0,2,0,1.0999999999999999,10.999999999999998,0,0,3
0,2,4,10,0,2,0,0.9999999999999999,9.999999999999998,0,0,3
0,3,4,10,0,1,0,0.40000000000000024,4.000000000000002,0,0,5
0,0,4,10,1,1,0,0.40000000000000024,10.000000000000002,0,1,7
0,1,4,10,1,1,0,0.40000000000000013,10.0,0,1,8
0,0,4,11,0,2,0,0.9000000000000002,9.000000000000002,1,1,8
0,3,4,11,1,1,0,0.30000000000000027,9.000000000000002,0,1,6
0,2,4,11,0,2,0,0.8999999999999999,8.999999999999998,0,0,4
0,1,4,11,1,1,0,0.30000000000000016,9.0,3,-0.2,9
0,1,4,12,1,1,0,0.20000000000000015,8.000000000000002,4,-0.2,9
0,2,4,12,1,2,0,0.7999999999999999,13.999999999999998,0,1,4
0,0,4,12,0,2,0,0.8000000000000003,8.000000000000002,0,0,8
0,3,4,12,0,2,0,0.8000000000000003,8.000000000000002,1,1,6
0,3,4,13,0,3,0,1.3000000000000003,13.000000000000002,0,0,7
0,0,4,13,1,2,0,0.7000000000000003,13.000000000000002,0,1,8
0,2,4,13,0,2,1,0.7,6.999999999999999,4,0.5,5
0,1,4,13,0,2,0,0.7000000000000002,7.000000000000002,1,1,10
0,3,4,14,0,3,0,1.2000000000000002,12.000000000000002,0,0,8
0,0,4,14,0,2,1,0.6000000000000003,6.000000000000003,2,0.5,9
0,2,4,14,0,2,1,0.6,5.999999999999999,0,0,6
0,1,4,14,0,3,0,1.2000000000000002,12.000000000000002,0,0,11
0,3,4,15,1,3,0,1.1,17.0,0,1,8
0,0,4,15,1,2,1,0.5000000000000003,11.000000000000002,0,1,10
0,2,4,15,0,2,1,0.5,5.0,0,0,7
0,1,4,15,0,3,0,1.1,11.0,0,0,12
0,2,4,16,0,2,1,0.4,4.0,0,0,8
0,0,4,16,0,3,1,1.0000000000000002,10.000000000000002,1,1,11
0,1,4,16,0,3,0,1.0,10.0,0,0,13
0,3,4,16,0,4,0,1.6,16.0,1,1,9
0,2,4,17,0,2,1,0.30000000000000004,3.0000000000000004,0,0,8
0,0,4,17,0,3,1,0.9000000000000002,9.000000000000002,0,0,12
0,3,4,17,0,4,0,1.5,15.0,0,0,9
0,1,4,17,0,3,0,0.9,9.0,0,0,14
0,1,4,18,0,3,0,0.8,8.0,0,0,14
0,0,4,18,0,3,1,0.8000000000000003,8.000000000000002,0,0,12
0,2,4,18,1,2,1,0.20000000000000004,8.0,0,1,9
0,3,4,18,0,4,0,1.4,13.999999999999998,0,0,9
0,3,4,19,0,4,0,1.2999999999999998,12.999999999999998,0,0,9
0,2,4,19,0,3,1,0.7000000000000001,7.0,1,1,10
0,1,4,19,0,3,0,0.7000000000000001,7.0,0,0,14
0,0,4,19,1,3,1,0.7000000000000003,13.000000000000002,0,1,13
